State,County,Method of production,County_fips,County_full,State_ac,concatenated
Idaho,Fremont,Organic,16043,Fremont County,ID,"Fremont County, ID"
Idaho,Shoshone,Organic,16079,Shoshone County,ID,"Shoshone County, ID"
Idaho,Boundary,Organic,16021,Boundary County,ID,"Boundary County, ID"
Idaho,Owyhee,Organic,16073,Owyhee County,ID,"Owyhee County, ID"
Idaho,Valley,Organic,16085,Valley County,ID,"Valley County, ID"
Idaho,Teton,Organic,16081,Teton County,ID,"Teton County, ID"
Idaho,Washington,Organic,16087,Washington County,ID,"Washington County, ID"
Idaho,Benewah,Organic,16009,Benewah County,ID,"Benewah County, ID"
Idaho,Clearwater,Organic,16035,Clearwater County,ID,"Clearwater County, ID"
Idaho,Lemhi,Organic,16059,Lemhi County,ID,"Lemhi County, ID"
Idaho,Power,Organic,16077,Power County,ID,"Power County, ID"
Idaho,Caribou,Organic,16029,Caribou County,ID,"Caribou County, ID"
Idaho,Bear Lake,Organic,16007,Bear Lake County,ID,"Bear Lake County, ID"
Idaho,Oneida,Organic,16071,Oneida County,ID,"Oneida County, ID"
Idaho,Adams,Organic,16003,Adams County,ID,"Adams County, ID"
Idaho,Custer,Organic,16037,Custer County,ID,"Custer County, ID"
Idaho,Lewis,Organic,16061,Lewis County,ID,"Lewis County, ID"
Idaho,Butte,Organic,16023,Butte County,ID,"Butte County, ID"
Idaho,Camas,Organic,16025,Camas County,ID,"Camas County, ID"
Illinois,Cook,Organic,17031,Cook County,IL,"Cook County, IL"
Illinois,Lake,Organic,17097,Lake County,IL,"Lake County, IL"
Illinois,Will,Organic,17197,Will County,IL,"Will County, IL"
Illinois,Kane,Organic,17089,Kane County,IL,"Kane County, IL"
Illinois,McHenry,Organic,17111,McHenry County,IL,"McHenry County, IL"
Illinois,Winnebago,Organic,17201,Winnebago County,IL,"Winnebago County, IL"
Illinois,Madison,Organic,17119,Madison County,IL,"Madison County, IL"
Illinois,Champaign,Organic,17019,Champaign County,IL,"Champaign County, IL"
Illinois,Sangamon,Organic,17167,Sangamon County,IL,"Sangamon County, IL"
Illinois,Peoria,Organic,17143,Peoria County,IL,"Peoria County, IL"
Illinois,McLean,Organic,17113,McLean County,IL,"McLean County, IL"
Illinois,Rock Island,Organic,17161,Rock Island County,IL,"Rock Island County, IL"
Illinois,Kendall,Organic,17093,Kendall County,IL,"Kendall County, IL"
Illinois,Tazewell,Organic,17179,Tazewell County,IL,"Tazewell County, IL"
Illinois,Kankakee,Organic,17091,Kankakee County,IL,"Kankakee County, IL"
Illinois,Macon,Organic,17115,Macon County,IL,"Macon County, IL"
Illinois,Vermilion,Organic,17183,Vermilion County,IL,"Vermilion County, IL"
Illinois,Williamson,Organic,17199,Williamson County,IL,"Williamson County, IL"
Illinois,Adams,Organic,17001,Adams County,IL,"Adams County, IL"
Illinois,Whiteside,Organic,17195,Whiteside County,IL,"Whiteside County, IL"
Illinois,Boone,Organic,17007,Boone County,IL,"Boone County, IL"
Illinois,Jackson,Organic,17077,Jackson County,IL,"Jackson County, IL"
Illinois,Grundy,Organic,17063,Grundy County,IL,"Grundy County, IL"
Illinois,Ogle,Organic,17141,Ogle County,IL,"Ogle County, IL"
Illinois,Knox,Organic,17095,Knox County,IL,"Knox County, IL"
Illinois,Henry,Organic,17073,Henry County,IL,"Henry County, IL"
Illinois,Coles,Organic,17029,Coles County,IL,"Coles County, IL"
Illinois,Macoupin,Organic,17117,Macoupin County,IL,"Macoupin County, IL"
Illinois,Stephenson,Organic,17177,Stephenson County,IL,"Stephenson County, IL"
Illinois,Woodford,Organic,17203,Woodford County,IL,"Woodford County, IL"
Illinois,Franklin,Organic,17055,Franklin County,IL,"Franklin County, IL"
Illinois,Marion,Organic,17121,Marion County,IL,"Marion County, IL"
Illinois,Jefferson,Organic,17081,Jefferson County,IL,"Jefferson County, IL"
Illinois,Clinton,Organic,17027,Clinton County,IL,"Clinton County, IL"
Illinois,Livingston,Organic,17105,Livingston County,IL,"Livingston County, IL"
Illinois,Monroe,Organic,17133,Monroe County,IL,"Monroe County, IL"
Illinois,Effingham,Organic,17049,Effingham County,IL,"Effingham County, IL"
Illinois,Lee,Organic,17103,Lee County,IL,"Lee County, IL"
Illinois,Christian,Organic,17021,Christian County,IL,"Christian County, IL"
Illinois,Fulton,Organic,17057,Fulton County,IL,"Fulton County, IL"
Illinois,Bureau,Organic,17011,Bureau County,IL,"Bureau County, IL"
Illinois,Morgan,Organic,17137,Morgan County,IL,"Morgan County, IL"
Illinois,Randolph,Organic,17157,Randolph County,IL,"Randolph County, IL"
Illinois,Montgomery,Organic,17135,Montgomery County,IL,"Montgomery County, IL"
Illinois,Logan,Organic,17107,Logan County,IL,"Logan County, IL"
Illinois,McDonough,Organic,17109,McDonough County,IL,"McDonough County, IL"
Illinois,Iroquois,Organic,17075,Iroquois County,IL,"Iroquois County, IL"
Illinois,Saline,Organic,17165,Saline County,IL,"Saline County, IL"
Illinois,Jo Daviess,Organic,17085,Jo Daviess County,IL,"Jo Daviess County, IL"
Illinois,Fayette,Organic,17051,Fayette County,IL,"Fayette County, IL"
Illinois,Jersey,Organic,17083,Jersey County,IL,"Jersey County, IL"
Illinois,Shelby,Organic,17173,Shelby County,IL,"Shelby County, IL"
Illinois,Perry,Organic,17145,Perry County,IL,"Perry County, IL"
Illinois,Douglas,Organic,17041,Douglas County,IL,"Douglas County, IL"
Illinois,Crawford,Organic,17033,Crawford County,IL,"Crawford County, IL"
Illinois,Hancock,Organic,17067,Hancock County,IL,"Hancock County, IL"
Illinois,Union,Organic,17181,Union County,IL,"Union County, IL"
Illinois,Edgar,Organic,17045,Edgar County,IL,"Edgar County, IL"
Illinois,Warren,Organic,17187,Warren County,IL,"Warren County, IL"
Illinois,Bond,Organic,17005,Bond County,IL,"Bond County, IL"
Illinois,Piatt,Organic,17147,Piatt County,IL,"Piatt County, IL"
Illinois,Wayne,Organic,17191,Wayne County,IL,"Wayne County, IL"
Illinois,Richland,Organic,17159,Richland County,IL,"Richland County, IL"
Illinois,Mercer,Organic,17131,Mercer County,IL,"Mercer County, IL"
Illinois,Carroll,Organic,17015,Carroll County,IL,"Carroll County, IL"
Illinois,De Witt,Organic,17039,De Witt County,IL,"De Witt County, IL"
Illinois,Clark,Organic,17023,Clark County,IL,"Clark County, IL"
Illinois,Lawrence,Organic,17101,Lawrence County,IL,"Lawrence County, IL"
Illinois,Pike,Organic,17149,Pike County,IL,"Pike County, IL"
Illinois,Moultrie,Organic,17139,Moultrie County,IL,"Moultrie County, IL"
Illinois,Massac,Organic,17127,Massac County,IL,"Massac County, IL"
Illinois,White,Organic,17193,White County,IL,"White County, IL"
Illinois,Washington,Organic,17189,Washington County,IL,"Washington County, IL"
Illinois,Ford,Organic,17053,Ford County,IL,"Ford County, IL"
Illinois,Johnson,Organic,17087,Johnson County,IL,"Johnson County, IL"
Illinois,Clay,Organic,17025,Clay County,IL,"Clay County, IL"
Illinois,Mason,Organic,17125,Mason County,IL,"Mason County, IL"
Illinois,Cass,Organic,17017,Cass County,IL,"Cass County, IL"
Illinois,Menard,Organic,17129,Menard County,IL,"Menard County, IL"
Illinois,Greene,Organic,17061,Greene County,IL,"Greene County, IL"
Illinois,Marshall,Organic,17123,Marshall County,IL,"Marshall County, IL"
Illinois,Wabash,Organic,17185,Wabash County,IL,"Wabash County, IL"
Illinois,Cumberland,Organic,17035,Cumberland County,IL,"Cumberland County, IL"
Illinois,Jasper,Organic,17079,Jasper County,IL,"Jasper County, IL"
Illinois,Hamilton,Organic,17065,Hamilton County,IL,"Hamilton County, IL"
Illinois,Schuyler,Organic,17169,Schuyler County,IL,"Schuyler County, IL"
Illinois,Henderson,Organic,17071,Henderson County,IL,"Henderson County, IL"
Illinois,Putnam,Organic,17155,Putnam County,IL,"Putnam County, IL"
Illinois,Stark,Organic,17175,Stark County,IL,"Stark County, IL"
Illinois,Pulaski,Organic,17153,Pulaski County,IL,"Pulaski County, IL"
Illinois,Gallatin,Organic,17059,Gallatin County,IL,"Gallatin County, IL"
Illinois,Scott,Organic,17171,Scott County,IL,"Scott County, IL"
Illinois,Calhoun,Organic,17013,Calhoun County,IL,"Calhoun County, IL"
Illinois,Pope,Organic,17151,Pope County,IL,"Pope County, IL"
Illinois,Hardin,Organic,17069,Hardin County,IL,"Hardin County, IL"
Indiana,Marion,Organic,18097,Marion County,IN,"Marion County, IN"
Indiana,Lake,Organic,18089,Lake County,IN,"Lake County, IN"
Indiana,Allen,Organic,18003,Allen County,IN,"Allen County, IN"
Indiana,Hamilton,Organic,18057,Hamilton County,IN,"Hamilton County, IN"
Indiana,Elkhart,Organic,18039,Elkhart County,IN,"Elkhart County, IN"
Indiana,Tippecanoe,Organic,18157,Tippecanoe County,IN,"Tippecanoe County, IN"
Indiana,Vanderburgh,Organic,18163,Vanderburgh County,IN,"Vanderburgh County, IN"
Indiana,Hendricks,Organic,18063,Hendricks County,IN,"Hendricks County, IN"
Indiana,Porter,Organic,18127,Porter County,IN,"Porter County, IN"
Indiana,Johnson,Organic,18081,Johnson County,IN,"Johnson County, IN"
Indiana,Monroe,Organic,18105,Monroe County,IN,"Monroe County, IN"
Indiana,Madison,Organic,18095,Madison County,IN,"Madison County, IN"
Indiana,Clark,Organic,18019,Clark County,IN,"Clark County, IN"
Indiana,LaPorte,Organic,18091,LaPorte County,IN,"LaPorte County, IN"
Indiana,Delaware,Organic,18035,Delaware County,IN,"Delaware County, IN"
Indiana,Vigo,Organic,18167,Vigo County,IN,"Vigo County, IN"
Indiana,Howard,Organic,18067,Howard County,IN,"Howard County, IN"
Indiana,Bartholomew,Organic,18005,Bartholomew County,IN,"Bartholomew County, IN"
Indiana,Kosciusko,Organic,18085,Kosciusko County,IN,"Kosciusko County, IN"
Indiana,Floyd,Organic,18043,Floyd County,IN,"Floyd County, IN"
Indiana,Hancock,Organic,18059,Hancock County,IN,"Hancock County, IN"
Indiana,Morgan,Organic,18109,Morgan County,IN,"Morgan County, IN"
Indiana,Boone,Organic,18011,Boone County,IN,"Boone County, IN"
Indiana,Grant,Organic,18053,Grant County,IN,"Grant County, IN"
Indiana,Wayne,Organic,18177,Wayne County,IN,"Wayne County, IN"
Indiana,Warrick,Organic,18173,Warrick County,IN,"Warrick County, IN"
Indiana,Dearborn,Organic,18029,Dearborn County,IN,"Dearborn County, IN"
Indiana,Henry,Organic,18065,Henry County,IN,"Henry County, IN"
Indiana,Noble,Organic,18113,Noble County,IN,"Noble County, IN"
Indiana,Jackson,Organic,18071,Jackson County,IN,"Jackson County, IN"
Indiana,Marshall,Organic,18099,Marshall County,IN,"Marshall County, IN"
Indiana,Lawrence,Organic,18093,Lawrence County,IN,"Lawrence County, IN"
Indiana,Shelby,Organic,18145,Shelby County,IN,"Shelby County, IN"
Indiana,Dubois,Organic,18037,Dubois County,IN,"Dubois County, IN"
Indiana,DeKalb,Organic,18033,DeKalb County,IN,"DeKalb County, IN"
Indiana,LaGrange,Organic,18087,LaGrange County,IN,"LaGrange County, IN"
Indiana,Harrison,Organic,18061,Harrison County,IN,"Harrison County, IN"
Indiana,Montgomery,Organic,18107,Montgomery County,IN,"Montgomery County, IN"
Indiana,Cass,Organic,18017,Cass County,IN,"Cass County, IN"
Indiana,Putnam,Organic,18133,Putnam County,IN,"Putnam County, IN"
Indiana,Huntington,Organic,18069,Huntington County,IN,"Huntington County, IN"
Indiana,Knox,Organic,18083,Knox County,IN,"Knox County, IN"
Indiana,Miami,Organic,18103,Miami County,IN,"Miami County, IN"
Indiana,Adams,Organic,18001,Adams County,IN,"Adams County, IN"
Indiana,Steuben,Organic,18151,Steuben County,IN,"Steuben County, IN"
Indiana,Whitley,Organic,18183,Whitley County,IN,"Whitley County, IN"
Indiana,Daviess,Organic,18027,Daviess County,IN,"Daviess County, IN"
Indiana,Jefferson,Organic,18077,Jefferson County,IN,"Jefferson County, IN"
Indiana,Jasper,Organic,18073,Jasper County,IN,"Jasper County, IN"
Indiana,Clinton,Organic,18023,Clinton County,IN,"Clinton County, IN"
Indiana,Gibson,Organic,18051,Gibson County,IN,"Gibson County, IN"
Indiana,Wabash,Organic,18169,Wabash County,IN,"Wabash County, IN"
Indiana,Greene,Organic,18055,Greene County,IN,"Greene County, IN"
Indiana,Ripley,Organic,18137,Ripley County,IN,"Ripley County, IN"
Indiana,Wells,Organic,18179,Wells County,IN,"Wells County, IN"
Indiana,Washington,Organic,18175,Washington County,IN,"Washington County, IN"
Indiana,Jennings,Organic,18079,Jennings County,IN,"Jennings County, IN"
Indiana,Decatur,Organic,18031,Decatur County,IN,"Decatur County, IN"
Indiana,Clay,Organic,18021,Clay County,IN,"Clay County, IN"
Indiana,Posey,Organic,18129,Posey County,IN,"Posey County, IN"
Indiana,White,Organic,18181,White County,IN,"White County, IN"
Indiana,Randolph,Organic,18135,Randolph County,IN,"Randolph County, IN"
Indiana,Scott,Organic,18143,Scott County,IN,"Scott County, IN"
Indiana,Fayette,Organic,18041,Fayette County,IN,"Fayette County, IN"
Indiana,Starke,Organic,18149,Starke County,IN,"Starke County, IN"
Indiana,Franklin,Organic,18047,Franklin County,IN,"Franklin County, IN"
Indiana,Owen,Organic,18119,Owen County,IN,"Owen County, IN"
Indiana,Sullivan,Organic,18153,Sullivan County,IN,"Sullivan County, IN"
Indiana,Jay,Organic,18075,Jay County,IN,"Jay County, IN"
Indiana,Fulton,Organic,18049,Fulton County,IN,"Fulton County, IN"
Indiana,Carroll,Organic,18015,Carroll County,IN,"Carroll County, IN"
Indiana,Spencer,Organic,18147,Spencer County,IN,"Spencer County, IN"
Indiana,Orange,Organic,18117,Orange County,IN,"Orange County, IN"
Indiana,Perry,Organic,18123,Perry County,IN,"Perry County, IN"
Indiana,Rush,Organic,18139,Rush County,IN,"Rush County, IN"
Indiana,Fountain,Organic,18045,Fountain County,IN,"Fountain County, IN"
Indiana,Parke,Organic,18121,Parke County,IN,"Parke County, IN"
Indiana,Brown,Organic,18013,Brown County,IN,"Brown County, IN"
Indiana,Tipton,Organic,18159,Tipton County,IN,"Tipton County, IN"
Indiana,Pulaski,Organic,18131,Pulaski County,IN,"Pulaski County, IN"
Indiana,Pike,Organic,18125,Pike County,IN,"Pike County, IN"
Indiana,Crawford,Organic,18025,Crawford County,IN,"Crawford County, IN"
Indiana,Switzerland,Organic,18155,Switzerland County,IN,"Switzerland County, IN"
Indiana,Martin,Organic,18101,Martin County,IN,"Martin County, IN"
Indiana,Benton,Organic,18007,Benton County,IN,"Benton County, IN"
Indiana,Warren,Organic,18171,Warren County,IN,"Warren County, IN"
Indiana,Union,Organic,18161,Union County,IN,"Union County, IN"
Indiana,Ohio,Organic,18115,Ohio County,IN,"Ohio County, IN"
Iowa,Polk,Organic,19153,Polk County,IA,"Polk County, IA"
Iowa,Linn,Organic,19113,Linn County,IA,"Linn County, IA"
Iowa,Scott,Organic,19163,Scott County,IA,"Scott County, IA"
Iowa,Johnson,Organic,19103,Johnson County,IA,"Johnson County, IA"
Iowa,Black Hawk,Organic,19013,Black Hawk County,IA,"Black Hawk County, IA"
Iowa,Woodbury,Organic,19193,Woodbury County,IA,"Woodbury County, IA"
Iowa,Dallas,Organic,19049,Dallas County,IA,"Dallas County, IA"
Iowa,Dubuque,Organic,19061,Dubuque County,IA,"Dubuque County, IA"
Iowa,Story,Organic,19169,Story County,IA,"Story County, IA"
Iowa,Pottawattamie,Organic,19155,Pottawattamie County,IA,"Pottawattamie County, IA"
Iowa,Warren,Organic,19181,Warren County,IA,"Warren County, IA"
Iowa,Clinton,Organic,19045,Clinton County,IA,"Clinton County, IA"
Iowa,Cerro Gordo,Organic,19033,Cerro Gordo County,IA,"Cerro Gordo County, IA"
Iowa,Muscatine,Organic,19139,Muscatine County,IA,"Muscatine County, IA"
Iowa,Marshall,Organic,19127,Marshall County,IA,"Marshall County, IA"
Iowa,Des Moines,Organic,19057,Des Moines County,IA,"Des Moines County, IA"
Iowa,Jasper,Organic,19099,Jasper County,IA,"Jasper County, IA"
Iowa,Webster,Organic,19187,Webster County,IA,"Webster County, IA"
Iowa,Sioux,Organic,19167,Sioux County,IA,"Sioux County, IA"
Iowa,Wapello,Organic,19179,Wapello County,IA,"Wapello County, IA"
Iowa,Marion,Organic,19125,Marion County,IA,"Marion County, IA"
Iowa,Lee,Organic,19111,Lee County,IA,"Lee County, IA"
Iowa,Boone,Organic,19015,Boone County,IA,"Boone County, IA"
Iowa,Benton,Organic,19011,Benton County,IA,"Benton County, IA"
Iowa,Plymouth,Organic,19149,Plymouth County,IA,"Plymouth County, IA"
Iowa,Bremer,Organic,19017,Bremer County,IA,"Bremer County, IA"
Iowa,Washington,Organic,19183,Washington County,IA,"Washington County, IA"
Iowa,Mahaska,Organic,19123,Mahaska County,IA,"Mahaska County, IA"
Iowa,Jones,Organic,19105,Jones County,IA,"Jones County, IA"
Iowa,Carroll,Organic,19027,Carroll County,IA,"Carroll County, IA"
Iowa,Buena Vista,Organic,19021,Buena Vista County,IA,"Buena Vista County, IA"
Iowa,Buchanan,Organic,19019,Buchanan County,IA,"Buchanan County, IA"
Iowa,Henry,Organic,19087,Henry County,IA,"Henry County, IA"
Iowa,Winneshiek,Organic,19191,Winneshiek County,IA,"Winneshiek County, IA"
Iowa,Fayette,Organic,19065,Fayette County,IA,"Fayette County, IA"
Iowa,Jackson,Organic,19097,Jackson County,IA,"Jackson County, IA"
Iowa,Poweshiek,Organic,19157,Poweshiek County,IA,"Poweshiek County, IA"
Iowa,Cedar,Organic,19031,Cedar County,IA,"Cedar County, IA"
Iowa,Dickinson,Organic,19059,Dickinson County,IA,"Dickinson County, IA"
Iowa,Delaware,Organic,19055,Delaware County,IA,"Delaware County, IA"
Iowa,Clayton,Organic,19043,Clayton County,IA,"Clayton County, IA"
Iowa,Tama,Organic,19171,Tama County,IA,"Tama County, IA"
Iowa,Hardin,Organic,19083,Hardin County,IA,"Hardin County, IA"
Iowa,Madison,Organic,19121,Madison County,IA,"Madison County, IA"
Iowa,Crawford,Organic,19047,Crawford County,IA,"Crawford County, IA"
Iowa,Clay,Organic,19041,Clay County,IA,"Clay County, IA"
Iowa,Jefferson,Organic,19101,Jefferson County,IA,"Jefferson County, IA"
Iowa,Floyd,Organic,19067,Floyd County,IA,"Floyd County, IA"
Iowa,Page,Organic,19145,Page County,IA,"Page County, IA"
Iowa,Hamilton,Organic,19079,Hamilton County,IA,"Hamilton County, IA"
Iowa,Kossuth,Organic,19109,Kossuth County,IA,"Kossuth County, IA"
Iowa,Harrison,Organic,19085,Harrison County,IA,"Harrison County, IA"
Iowa,Mills,Organic,19129,Mills County,IA,"Mills County, IA"
Iowa,Butler,Organic,19023,Butler County,IA,"Butler County, IA"
Iowa,Allamakee,Organic,19005,Allamakee County,IA,"Allamakee County, IA"
Iowa,Cass,Organic,19029,Cass County,IA,"Cass County, IA"
Iowa,Wright,Organic,19197,Wright County,IA,"Wright County, IA"
Iowa,Grundy,Organic,19075,Grundy County,IA,"Grundy County, IA"
Iowa,Appanoose,Organic,19007,Appanoose County,IA,"Appanoose County, IA"
Iowa,Union,Organic,19175,Union County,IA,"Union County, IA"
